text,threat_level,bns_section
tera baap looks like a kutti ekdum,Medium,BNS Section 352 (Intentional Insult)
they noticed the homework quickly,Low,None
he hamesha rehta hai fraud sabse bada,Medium,BNS Section 352 (Intentional Insult)
he hamesha rehta hai dhokebaaz pathetic,Medium,BNS Section 352 (Intentional Insult)
address bhej kat dunga tujhe samajh gaya na,High,BNS Section 351 (Criminal Intimidation)
iski sakal lagta hai ugly bilkul,Medium,BNS Section 352 (Intentional Insult)
this guy ban raha hai bewakoof kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
that heard the code very well,Low,None
mera gang blast kar dunga tere ghar aake warna tera,High,BNS Section 351 (Criminal Intimidation)
mera bhai murder kar dunga your sister chup chap reh warna,High,BNS Section 351 (Criminal Intimidation)
tu looks like a kaminay ghatiya,Medium,BNS Section 352 (Intentional Insult)
the team smashed the boss fight last week,Low,None
my sister destroyed the project quickly,Low,None
they played the code last week,Low,None
i finished the bugs safely,Low,None
i will gala daba dunga raste pe kasam se,High,BNS Section 351 (Criminal Intimidation)
we loved the movie flawlessly,Low,None
that designed the homework so hard,Low,None
yeh ladki hamesha behaves like gawar totally,Medium,BNS Section 352 (Intentional Insult)
she ban raha hai pagal disgusting,Medium,BNS Section 352 (Intentional Insult)
my friend loved the song without issues,Low,None
tu dikh raha hai gawar bekaar,Medium,BNS Section 352 (Intentional Insult)
teri behan looks like a chapri disgusting,Medium,BNS Section 352 (Intentional Insult)
that loved the homework flawlessly,Low,None
the team read the assignment tonight,Low,None
tum log hamesha behaves like pagal maha,Medium,BNS Section 352 (Intentional Insult)
mera bhai blast kar dunga teri family ko dekh liyo,High,BNS Section 351 (Criminal Intimidation)
my friend heard the project with ease,Low,None
woh ban raha hai pagal kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
the teacher killed the pizza today,Low,None
my friend watched the task last week,Low,None
the teacher killed the code with ease,Low,None
yeh ladki samajhta hai khud ko kutta ekdum,Medium,BNS Section 352 (Intentional Insult)
mera gang blast kar dunga tere ghar aake last warning,High,BNS Section 351 (Criminal Intimidation)
this guy acts like a nalayak kabhi sudhrega nahi,Medium,BNS Section 352 (Intentional Insult)
we enjoyed the bugs yesterday,Low,None
they killed the level flawlessly,Low,None
they destroyed the game perfectly,Low,None
we killed the boss fight tomorrow,Low,None
that killed the movie tomorrow,Low,None
tera baap hamesha rehta hai buddhu ghatiya,Medium,BNS Section 352 (Intentional Insult)
the group wrote the pizza like a boss,Low,None
that created the song completely,Low,None
bahar nikal will your sister kasam se,High,BNS Section 351 (Criminal Intimidation)
they coded the presentation tomorrow,Low,None
yeh ladki acts like a fraud maha,Medium,BNS Section 352 (Intentional Insult)
iska bhai is such a bhikhari maha,Medium,BNS Section 352 (Intentional Insult)
tum log hamesha behaves like bewakoof harami,Medium,BNS Section 352 (Intentional Insult)
my friend resolved the exam safely,Low,None
he found the bugs yesterday,Low,None
the player built the song last week,Low,None
teri is a gawar maha,Medium,BNS Section 352 (Intentional Insult)
my sister smashed the level perfectly,Low,None
mera gang rape karunga tere ghar aake bach ke rehna,High,BNS Section 351 (Criminal Intimidation)
someone destroyed the presentation very well,Low,None
iski sakal lag raha hai loser maha,Medium,BNS Section 352 (Intentional Insult)
iski sakal lag raha hai loser bekaar,Medium,BNS Section 352 (Intentional Insult)
he created the email without issues,Low,None
iski sakal dikh raha hai chor hamesha,Medium,BNS Section 352 (Intentional Insult)
bahar nikal blast kar dunga office me aaj raat,High,BNS Section 351 (Criminal Intimidation)
tujhe toh murder kar dunga bahar mil bach ke rehna,High,BNS Section 351 (Criminal Intimidation)
tujhe toh gala daba dunga tere ghar aake chup chap reh warna,High,BNS Section 351 (Criminal Intimidation)
main hath pair tod dunga your sister aaj raat,High,BNS Section 351 (Criminal Intimidation)
nobody read the level smoothly,Low,None
i built the presentation flawlessly,Low,None
our squad heard the movie yesterday,Low,None
tera baap hamesha behaves like pagal sabse bada,Medium,BNS Section 352 (Intentional Insult)
we destroyed the song smoothly,Low,None
my friend destroyed the homework flawlessly,Low,None
teri is such a nalayak hamesha,Medium,BNS Section 352 (Intentional Insult)
she acts like a bewakoof sala,Medium,BNS Section 352 (Intentional Insult)
the team watched the bugs today,Low,None
tum log hamesha behaves like bewakoof disgusting,Medium,BNS Section 352 (Intentional Insult)
we are going to hath pair tod dunga tere ghar aake zinda nahi bachega,High,BNS Section 351 (Criminal Intimidation)
my friend built the code today,Low,None
they resolved the homework safely,Low,None
she enjoyed the code flawlessly,Low,None
our squad resolved the meeting smoothly,Low,None
i enjoyed the presentation slowly,Low,None
you murdered that song bro zabardast,Low,None
the player found the boss fight perfectly,Low,None
everyone fixed the presentation completely,Low,None
everyone coded the task with ease,Low,None
the manager killed the report tonight,Low,None
tu is such a chutiya sabse bada,Medium,BNS Section 352 (Intentional Insult)
this guy looks like a kaminay faltu,Medium,BNS Section 352 (Intentional Insult)
someone designed the game slowly,Low,None
yeh banda is such a gawar disgusting,Medium,BNS Section 352 (Intentional Insult)
the manager killed the homework tonight,Low,None
teri maa dikh raha hai bhikhari ghatiya,Medium,BNS Section 352 (Intentional Insult)
you lagta hai chapri faltu,Medium,BNS Section 352 (Intentional Insult)
teri maa acts like a loser harami,Medium,BNS Section 352 (Intentional Insult)
main jaan se maar dunga raste pe kal tak,High,BNS Section 351 (Criminal Intimidation)
tujhe main kat dunga teri family ko warna tera,High,BNS Section 351 (Criminal Intimidation)
tum log is such a nalayak hamesha,Medium,BNS Section 352 (Intentional Insult)
woh hai ek loser sabse bada,Medium,BNS Section 352 (Intentional Insult)
apna time ayega toh murder kar dunga raste pe aaj raat,High,BNS Section 351 (Criminal Intimidation)
the teacher saw the level perfectly,Low,None
that coded the meeting last week,Low,None
the group resolved the task last week,Low,None
she is such a gawar kabhi sudhrega nahi,Medium,BNS Section 352 (Intentional Insult)
teri maa acts like a bhikhari ekdum,Medium,BNS Section 352 (Intentional Insult)
yeh ladka samajhta hai khud ko chapri ghatiya,Medium,BNS Section 352 (Intentional Insult)
tujhe toh maar maar ke suja dunga office me samajh gaya na,High,BNS Section 351 (Criminal Intimidation)
address bhej rape karunga raste pe zinda nahi bachega,High,BNS Section 351 (Criminal Intimidation)
someone noticed the song very well,Low,None
i noticed the code perfectly,Low,None
this guy is such a fraud bilkul,Medium,BNS Section 352 (Intentional Insult)
this guy ban raha hai pagal harami,Medium,BNS Section 352 (Intentional Insult)
iski sakal lag raha hai gawar disgusting,Medium,BNS Section 352 (Intentional Insult)
the player fixed the project completely,Low,None
tujhe main will raste pe bach ke rehna,High,BNS Section 351 (Criminal Intimidation)
mere dost blast kar dunga your sister kasam se,High,BNS Section 351 (Criminal Intimidation)
woh is such a chutiya bekaar,Medium,BNS Section 352 (Intentional Insult)
we coded the exam today,Low,None
i heard the song without issues,Low,None
address bhej khatam kar dunga your sister beta tu gaya,High,BNS Section 351 (Criminal Intimidation)
iski sakal acts like a bewakoof disgusting,Medium,BNS Section 352 (Intentional Insult)
this guy looks like a gadha kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
we built the game flawlessly,Low,None
he hamesha behaves like bhikhari ekdum,Medium,BNS Section 352 (Intentional Insult)
nobody played the project like a boss,Low,None
i will hath pair tod dunga raste pe dekh liyo,High,BNS Section 351 (Criminal Intimidation)
the group heard the code smoothly,Low,None
this guy is a fraud bekaar,Medium,BNS Section 352 (Intentional Insult)
you hai ek dhokebaaz bilkul,Medium,BNS Section 352 (Intentional Insult)
woh dikh raha hai scammer maha,Medium,BNS Section 352 (Intentional Insult)
the team read the homework last week,Low,None
yeh ladki is a buddhu kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
woh lagta hai fake kabhi sudhrega nahi,Medium,BNS Section 352 (Intentional Insult)
nobody heard the pizza slowly,Low,None
tujhe main blast kar dunga office me beta tu gaya,High,BNS Section 351 (Criminal Intimidation)
my sister saw the game today,Low,None
teri behan samajhta hai khud ko fattu pathetic,Medium,BNS Section 352 (Intentional Insult)
zuban sambhal ke hamesha,Medium,BNS Section 352 (Intentional Insult)
teri maa is a gawar sabse bada,Medium,BNS Section 352 (Intentional Insult)
the boss loved the project tomorrow,Low,None
iska bhai looks like a bhikhari sala,Medium,BNS Section 352 (Intentional Insult)
the teacher saw the report quickly,Low,None
the boss designed the level with ease,Low,None
we designed the movie safely,Low,None
our squad coded the exam today,Low,None
nobody watched the email completely,Low,None
mera gang acid phek dunga you bach ke rehna,High,BNS Section 351 (Criminal Intimidation)
the manager loved the bugs tomorrow,Low,None
you dikh raha hai fattu totally,Medium,BNS Section 352 (Intentional Insult)
tujhe main jaan se maar dunga office me beta tu gaya,High,BNS Section 351 (Criminal Intimidation)
she noticed the level so hard,Low,None
teri behan is such a fake kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
our squad heard the game perfectly,Low,None
apna time ayega toh acid phek dunga tujhe chup chap reh warna,High,BNS Section 351 (Criminal Intimidation)
teri maa hai ek chapri sabse bada,Medium,BNS Section 352 (Intentional Insult)
our squad noticed the boss fight without issues,Low,None
she is such a chapri disgusting,Medium,BNS Section 352 (Intentional Insult)
teri maa is such a kamina sabse bada,Medium,BNS Section 352 (Intentional Insult)
tujhe main hath pair tod dunga teri family ko ghar me ghus ke,High,BNS Section 351 (Criminal Intimidation)
the boss killed the meeting safely,Low,None
i will gala daba dunga tere dosto ko aaj raat,High,BNS Section 351 (Criminal Intimidation)
woh is a nalla kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
the teacher noticed the bugs perfectly,Low,None
he hai ek kutti bilkul,Medium,BNS Section 352 (Intentional Insult)
tujhe toh acid phek dunga tere ghar walo ko beta tu gaya,High,BNS Section 351 (Criminal Intimidation)
apna time ayega toh hath pair tod dunga college ke bahar warna tera,High,BNS Section 351 (Criminal Intimidation)
my brother coded the task flawlessly,Low,None
our squad resolved the presentation yesterday,Low,None
someone played the email last week,Low,None
tu looks like a chutiya sala,Medium,BNS Section 352 (Intentional Insult)
the team played the boss fight quickly,Low,None
my sister coded the exam smoothly,Low,None
they wrote the movie smoothly,Low,None
yeh ladki is a buddhu ekdum,Medium,BNS Section 352 (Intentional Insult)
teri maa ban raha hai pagal ghatiya,Medium,BNS Section 352 (Intentional Insult)
hum zinda gaad dunga office me ghar me ghus ke,High,BNS Section 351 (Criminal Intimidation)
yeh ladka hai ek ugly ekdum,Medium,BNS Section 352 (Intentional Insult)
this noticed the boss fight safely,Low,None
address bhej kidnap kar lunga bahar mil ghar me ghus ke,High,BNS Section 351 (Criminal Intimidation)
yeh ladka ban raha hai nalayak sala,Medium,BNS Section 352 (Intentional Insult)
she played the homework flawlessly,Low,None
someone saw the meeting completely,Low,None
the boss smashed the boss fight tonight,Low,None
the player created the level tonight,Low,None
i finished the assignment very well,Low,None
i fixed the pizza today,Low,None
mere dost rape karunga you warna tera,High,BNS Section 351 (Criminal Intimidation)
main rape karunga raat ko soch le,High,BNS Section 351 (Criminal Intimidation)
the teacher completed the pizza like a boss,Low,None
teri toh main kidnap kar lunga tere ghar walo ko kasam se,High,BNS Section 351 (Criminal Intimidation)
teri toh main will college ke bahar bach ke rehna,High,BNS Section 351 (Criminal Intimidation)
the teacher killed the level very well,Low,None
i will jaan se maar dunga teri family ko soch le,High,BNS Section 351 (Criminal Intimidation)
we killed the code perfectly,Low,None
that created the bugs last week,Low,None
iski sakal lagta hai buddhu hamesha,Medium,BNS Section 352 (Intentional Insult)
tu looks like a loser sala,Medium,BNS Section 352 (Intentional Insult)
this guy acts like a gadha hamesha,Medium,BNS Section 352 (Intentional Insult)
teri behan lagta hai loser bilkul,Medium,BNS Section 352 (Intentional Insult)
they destroyed the exam very well,Low,None
iski sakal hamesha behaves like kaminay maha,Medium,BNS Section 352 (Intentional Insult)
she saw the meeting very well,Low,None
yeh ladki samajhta hai khud ko chutiya sala,Medium,BNS Section 352 (Intentional Insult)
he lagta hai loser totally,Medium,BNS Section 352 (Intentional Insult)
my friend watched the exam without issues,Low,None
i heard the meeting with ease,Low,None
everyone designed the bugs tomorrow,Low,None
she wrote the boss fight smoothly,Low,None
teri toh main zinda gaad dunga teri family ko dekh liyo,High,BNS Section 351 (Criminal Intimidation)
he designed the presentation tonight,Low,None
our squad destroyed the report yesterday,Low,None
that joke was a bomb waah,Low,None
the teacher designed the code tomorrow,Low,None
the teacher enjoyed the presentation with ease,Low,None
apna time ayega toh zinda gaad dunga raat ko dekh liyo,High,BNS Section 351 (Criminal Intimidation)
teri maa is a buddhu sala,Medium,BNS Section 352 (Intentional Insult)
yeh ladka lagta hai bhikhari kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
the group read the task with ease,Low,None
they coded the report so hard,Low,None
nobody heard the homework smoothly,Low,None
the player finished the project tonight,Low,None
the manager built the homework without issues,Low,None
he hamesha behaves like chutiya ghatiya,Medium,BNS Section 352 (Intentional Insult)
my friend fixed the presentation today,Low,None
my friend designed the game very well,Low,None
yeh banda lag raha hai chor kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
yeh banda hamesha rehta hai scammer harami,Medium,BNS Section 352 (Intentional Insult)
someone saw the pizza so hard,Low,None
i finished the exam perfectly,Low,None
she hai ek buddhu hamesha,Medium,BNS Section 352 (Intentional Insult)
isko dekho lag raha hai pagal disgusting,Medium,BNS Section 352 (Intentional Insult)
nobody found the homework slowly,Low,None
woh is a gadha ghatiya,Medium,BNS Section 352 (Intentional Insult)
my sister enjoyed the code yesterday,Low,None
yeh ladka hamesha rehta hai fraud kabhi sudhrega nahi,Medium,BNS Section 352 (Intentional Insult)
our squad coded the email flawlessly,Low,None
teri behan is a dhokebaaz sabse bada,Medium,BNS Section 352 (Intentional Insult)
woh hai ek kaminay ghatiya,Medium,BNS Section 352 (Intentional Insult)
everyone destroyed the exam tonight,Low,None
teri behan samajhta hai khud ko bewakoof sala,Medium,BNS Section 352 (Intentional Insult)
he found the homework flawlessly,Low,None
someone enjoyed the movie quickly,Low,None
they noticed the presentation quickly,Low,None
tujhe toh murder kar dunga you soch le,High,BNS Section 351 (Criminal Intimidation)
she designed the presentation today,Low,None
the boss saw the meeting tonight,Low,None
yeh ladka is such a kutti ekdum,Medium,BNS Section 352 (Intentional Insult)
mera gang khatam kar dunga tujhe zinda nahi bachega,High,BNS Section 351 (Criminal Intimidation)
isko dekho lag raha hai buddhu kabhi sudhrega nahi,Medium,BNS Section 352 (Intentional Insult)
bahar nikal kat dunga raat ko last warning,High,BNS Section 351 (Criminal Intimidation)
the group noticed the assignment so hard,Low,None
this guy acts like a fattu maha,Medium,BNS Section 352 (Intentional Insult)
this smashed the task perfectly,Low,None
someone resolved the task beautifully,Low,None
she lagta hai kaminay hamesha,Medium,BNS Section 352 (Intentional Insult)
hum log kat dunga college ke bahar soch le,High,BNS Section 351 (Criminal Intimidation)
nobody fixed the game like a boss,Low,None
this enjoyed the bugs smoothly,Low,None
apna time ayega toh rape karunga teri family ko last warning,High,BNS Section 351 (Criminal Intimidation)
bahar nikal jinda nahi chodunga tere ghar aake samajh gaya na,High,BNS Section 351 (Criminal Intimidation)
tum sab hai ek nalayak kabhi sudhrega nahi,Medium,BNS Section 352 (Intentional Insult)
teri hamesha rehta hai buddhu faltu,Medium,BNS Section 352 (Intentional Insult)
iski sakal dikh raha hai fake pathetic,Medium,BNS Section 352 (Intentional Insult)
tujhe toh zinda gaad dunga your sister kasam se,High,BNS Section 351 (Criminal Intimidation)
the boss played the pizza today,Low,None
mera bhai will you warna tera,High,BNS Section 351 (Criminal Intimidation)
teri behan dikh raha hai chapri sabse bada,Medium,BNS Section 352 (Intentional Insult)
address bhej zinda gaad dunga bahar mil last warning,High,BNS Section 351 (Criminal Intimidation)
that killed the level completely,Low,None
address bhej blast kar dunga bahar mil samajh gaya na,High,BNS Section 351 (Criminal Intimidation)
i will blast kar dunga office me zinda nahi bachega,High,BNS Section 351 (Criminal Intimidation)
our squad built the presentation tonight,Low,None
teri maa dikh raha hai nalla ghatiya,Medium,BNS Section 352 (Intentional Insult)
you looks like a fattu pathetic,Medium,BNS Section 352 (Intentional Insult)
the teacher coded the song yesterday,Low,None
our squad loved the assignment tomorrow,Low,None
someone wrote the report tomorrow,Low,None
everyone killed the exam quickly,Low,None
our squad built the game yesterday,Low,None
my friend liked the report so hard,Low,None
teri toh main khatam kar dunga office me warna tera,High,BNS Section 351 (Criminal Intimidation)
the manager read the exam last week,Low,None
my sister fixed the task today,Low,None
she killed the level tomorrow,Low,None
this guy looks like a buddhu disgusting,Medium,BNS Section 352 (Intentional Insult)
she hai ek fake ghatiya,Medium,BNS Section 352 (Intentional Insult)
the manager killed the pizza tonight,Low,None
my sister fixed the project yesterday,Low,None
tujhe toh goli maar dunga tujhe soch le,High,BNS Section 351 (Criminal Intimidation)
my sister fixed the code smoothly,Low,None
my sister destroyed the project beautifully,Low,None
woh dikh raha hai gawar kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
they enjoyed the presentation tomorrow,Low,None
the boss destroyed the song like a boss,Low,None
my sister created the project without issues,Low,None
teri lag raha hai pagal bilkul,Medium,BNS Section 352 (Intentional Insult)
we liked the task perfectly,Low,None
he found the exam perfectly,Low,None
mera gang blast kar dunga you beta tu gaya,High,BNS Section 351 (Criminal Intimidation)
my sister heard the level so hard,Low,None
tum log looks like a gawar sala,Medium,BNS Section 352 (Intentional Insult)
the boss completed the task yesterday,Low,None
mera gang gala daba dunga college ke bahar beta tu gaya,High,BNS Section 351 (Criminal Intimidation)
tum sab ban raha hai kutta kabhi sudhrega nahi,Medium,BNS Section 352 (Intentional Insult)
tujhe main murder kar dunga office me bach ke rehna,High,BNS Section 351 (Criminal Intimidation)
the manager killed the task last week,Low,None
hum jaan se maar dunga bahar mil kasam se,High,BNS Section 351 (Criminal Intimidation)
you ban raha hai fraud kabhi sudhrega nahi,Medium,BNS Section 352 (Intentional Insult)
the boss watched the project slowly,Low,None
tu lagta hai scammer ghatiya,Medium,BNS Section 352 (Intentional Insult)
the player designed the level slowly,Low,None
i killed the game yesterday,Low,None
yeh ladka is a gadha hamesha,Medium,BNS Section 352 (Intentional Insult)
tum log ban raha hai fake ekdum,Medium,BNS Section 352 (Intentional Insult)
teri behan hai ek kutti maha,Medium,BNS Section 352 (Intentional Insult)
our squad destroyed the movie very well,Low,None
tum log samajhta hai khud ko scammer disgusting,Medium,BNS Section 352 (Intentional Insult)
we are going to rape karunga akela mil soch le,High,BNS Section 351 (Criminal Intimidation)
she created the meeting smoothly,Low,None
tum sab acts like a dhokebaaz harami,Medium,BNS Section 352 (Intentional Insult)
teri toh main goli maar dunga raste pe ghar me ghus ke,High,BNS Section 351 (Criminal Intimidation)
that designed the meeting last week,Low,None
the group fixed the pizza beautifully,Low,None
i will goli maar dunga tujhe last warning,High,BNS Section 351 (Criminal Intimidation)
nobody designed the bugs quickly,Low,None
my sister smashed the game perfectly,Low,None
main rape karunga bahar mil warna tera,High,BNS Section 351 (Criminal Intimidation)
woh hamesha behaves like chapri hamesha,Medium,BNS Section 352 (Intentional Insult)
tum sab is a fake bilkul,Medium,BNS Section 352 (Intentional Insult)
they fixed the exam last week,Low,None
isko dekho lag raha hai loser maha,Medium,BNS Section 352 (Intentional Insult)
mera gang acid phek dunga tere ghar aake beta tu gaya,High,BNS Section 351 (Criminal Intimidation)
teri hamesha rehta hai fattu sabse bada,Medium,BNS Section 352 (Intentional Insult)
we saw the game today,Low,None
the manager killed the song slowly,Low,None
the teacher killed the report without issues,Low,None
mera gang maar maar ke suja dunga teri family ko chup chap reh warna,High,BNS Section 351 (Criminal Intimidation)
zuban sambhal ke kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
i will will bahar mil chup chap reh warna,High,BNS Section 351 (Criminal Intimidation)
bahar nikal khatam kar dunga raat ko kasam se,High,BNS Section 351 (Criminal Intimidation)
yeh ladka is a fake hamesha,Medium,BNS Section 352 (Intentional Insult)
the manager built the exam beautifully,Low,None
someone enjoyed the assignment very well,Low,None
yeh ladki lag raha hai gadha hamesha,Medium,BNS Section 352 (Intentional Insult)
mere dost kidnap kar lunga raste pe aaj raat,High,BNS Section 351 (Criminal Intimidation)
the team wrote the exam safely,Low,None
teri behan hamesha behaves like nalayak ghatiya,Medium,BNS Section 352 (Intentional Insult)
iska bhai ban raha hai pagal totally,Medium,BNS Section 352 (Intentional Insult)
woh acts like a nalla pathetic,Medium,BNS Section 352 (Intentional Insult)
mere dost murder kar dunga tujhe dekh liyo,High,BNS Section 351 (Criminal Intimidation)
teri maa ban raha hai dhokebaaz hamesha,Medium,BNS Section 352 (Intentional Insult)
he found the bugs very well,Low,None
he completed the movie quickly,Low,None
he liked the report today,Low,None
the group coded the email yesterday,Low,None
teri behan ban raha hai kaminay sala,Medium,BNS Section 352 (Intentional Insult)
you is a ugly ekdum,Medium,BNS Section 352 (Intentional Insult)
teri maa hamesha behaves like chapri kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
woh looks like a gawar maha,Medium,BNS Section 352 (Intentional Insult)
mera bhai jaan se maar dunga teri family ko aaj raat,High,BNS Section 351 (Criminal Intimidation)
bohot bol raha hai aaj kal bilkul,Medium,BNS Section 352 (Intentional Insult)
my sister played the meeting quickly,Low,None
tum sab is a kamina bekaar,Medium,BNS Section 352 (Intentional Insult)
they noticed the code so hard,Low,None
my brother loved the boss fight perfectly,Low,None
isko dekho ban raha hai pagal kabhi sudhrega nahi,Medium,BNS Section 352 (Intentional Insult)
i finished the presentation very well,Low,None
the team fixed the report tomorrow,Low,None
my friend smashed the game with ease,Low,None
mera bhai rape karunga tujhe chup chap reh warna,High,BNS Section 351 (Criminal Intimidation)
tujhe toh zinda gaad dunga tere dosto ko chup chap reh warna,High,BNS Section 351 (Criminal Intimidation)
mere dost maar maar ke suja dunga raste pe aaj raat,High,BNS Section 351 (Criminal Intimidation)
isko dekho looks like a fake sabse bada,Medium,BNS Section 352 (Intentional Insult)
he found the pizza beautifully,Low,None
hum jaan se maar dunga you kal tak,High,BNS Section 351 (Criminal Intimidation)
tujhe toh kat dunga tere dosto ko warna tera,High,BNS Section 351 (Criminal Intimidation)
he smashed the assignment so hard,Low,None
my brother completed the task completely,Low,None
this guy is a scammer kabhi sudhrega nahi,Medium,BNS Section 352 (Intentional Insult)
iska bhai lagta hai scammer sala,Medium,BNS Section 352 (Intentional Insult)
that read the exam without issues,Low,None
our squad fixed the bugs smoothly,Low,None
everyone designed the level yesterday,Low,None
bahar nikal gala daba dunga teri family ko aaj raat,High,BNS Section 351 (Criminal Intimidation)
tujhe toh zinda gaad dunga college ke bahar aaj raat,High,BNS Section 351 (Criminal Intimidation)
we created the level tonight,Low,None
yeh ladka lagta hai gadha bekaar,Medium,BNS Section 352 (Intentional Insult)
this guy samajhta hai khud ko dhokebaaz maha,Medium,BNS Section 352 (Intentional Insult)
they enjoyed the assignment without issues,Low,None
i finished the song like a boss,Low,None
isko dekho dikh raha hai nalla ekdum,Medium,BNS Section 352 (Intentional Insult)
she created the task today,Low,None
tum log hamesha behaves like kutta sala,Medium,BNS Section 352 (Intentional Insult)
i designed the pizza today,Low,None
he acts like a kutti bilkul,Medium,BNS Section 352 (Intentional Insult)
she samajhta hai khud ko bewakoof harami,Medium,BNS Section 352 (Intentional Insult)
the boss saw the game completely,Low,None
the manager smashed the boss fight today,Low,None
my friend played the movie so hard,Low,None
the boss noticed the meeting perfectly,Low,None
they killed the project quickly,Low,None
apna time ayega toh acid phek dunga teri family ko aaj raat,High,BNS Section 351 (Criminal Intimidation)
she built the pizza slowly,Low,None
this coded the meeting without issues,Low,None
hum jaan se maar dunga tujhe beta tu gaya,High,BNS Section 351 (Criminal Intimidation)
teri hamesha rehta hai gawar hamesha,Medium,BNS Section 352 (Intentional Insult)
yeh banda hamesha behaves like chutiya sabse bada,Medium,BNS Section 352 (Intentional Insult)
address bhej kidnap kar lunga office me zinda nahi bachega,High,BNS Section 351 (Criminal Intimidation)
iska bhai hamesha rehta hai ugly bekaar,Medium,BNS Section 352 (Intentional Insult)
nobody read the task tonight,Low,None
tum sab lagta hai gawar ekdum,Medium,BNS Section 352 (Intentional Insult)
tujhe toh acid phek dunga office me dekh liyo,High,BNS Section 351 (Criminal Intimidation)
the player heard the song tomorrow,Low,None
nobody resolved the code completely,Low,None
this created the movie completely,Low,None
we killed the task so hard,Low,None
someone noticed the report flawlessly,Low,None
the teacher smashed the song perfectly,Low,None
teri toh main maar maar ke suja dunga tere ghar walo ko soch le,High,BNS Section 351 (Criminal Intimidation)
mera bhai rape karunga raat ko aaj raat,High,BNS Section 351 (Criminal Intimidation)
everyone loved the meeting with ease,Low,None
our squad wrote the bugs safely,Low,None
nobody built the code very well,Low,None
yeh banda hamesha behaves like dhokebaaz sala,Medium,BNS Section 352 (Intentional Insult)
i will acid phek dunga bahar mil kasam se,High,BNS Section 351 (Criminal Intimidation)
that killed the homework like a boss,Low,None
tujhe toh murder kar dunga college ke bahar last warning,High,BNS Section 351 (Criminal Intimidation)
this guy looks like a ugly sala,Medium,BNS Section 352 (Intentional Insult)
he lag raha hai chor kabhi sudhrega nahi,Medium,BNS Section 352 (Intentional Insult)
woh samajhta hai khud ko buddhu disgusting,Medium,BNS Section 352 (Intentional Insult)
we are going to jinda nahi chodunga tere ghar walo ko samajh gaya na,High,BNS Section 351 (Criminal Intimidation)
address bhej jaan se maar dunga raste pe warna tera,High,BNS Section 351 (Criminal Intimidation)
i read the task quickly,Low,None
that loved the project beautifully,Low,None
the team wrote the bugs tonight,Low,None
he is such a gawar maha,Medium,BNS Section 352 (Intentional Insult)
she acts like a bewakoof bilkul,Medium,BNS Section 352 (Intentional Insult)
tu looks like a kutta bilkul,Medium,BNS Section 352 (Intentional Insult)
nobody designed the code safely,Low,None
tera baap dikh raha hai nalla kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
this watched the song without issues,Low,None
woh hamesha rehta hai gadha bilkul,Medium,BNS Section 352 (Intentional Insult)
tujhe toh jaan se maar dunga teri family ko last warning,High,BNS Section 351 (Criminal Intimidation)
the player enjoyed the movie last week,Low,None
he killed the song so hard,Low,None
bahar nikal will tujhe bach ke rehna,High,BNS Section 351 (Criminal Intimidation)
isko dekho lagta hai bewakoof kabhi sudhrega nahi,Medium,BNS Section 352 (Intentional Insult)
she created the exam perfectly,Low,None
the group loved the report yesterday,Low,None
she built the game tomorrow,Low,None
address bhej zinda gaad dunga raat ko warna tera,High,BNS Section 351 (Criminal Intimidation)
teri toh main acid phek dunga tere ghar walo ko zinda nahi bachega,High,BNS Section 351 (Criminal Intimidation)
nobody created the project with ease,Low,None
someone heard the task last week,Low,None
the player found the boss fight like a boss,Low,None
the player finished the task tonight,Low,None
the manager fixed the homework with ease,Low,None
isko dekho lag raha hai bhikhari sabse bada,Medium,BNS Section 352 (Intentional Insult)
bahar nikal acid phek dunga your sister bach ke rehna,High,BNS Section 351 (Criminal Intimidation)
isko dekho hai ek bewakoof kabhi sudhrega nahi,Medium,BNS Section 352 (Intentional Insult)
my brother killed the presentation beautifully,Low,None
i will khatam kar dunga raat ko aaj raat,High,BNS Section 351 (Criminal Intimidation)
tum sab is a gadha bekaar,Medium,BNS Section 352 (Intentional Insult)
apna time ayega toh blast kar dunga teri family ko chup chap reh warna,High,BNS Section 351 (Criminal Intimidation)
the teacher fixed the exam smoothly,Low,None
bahar nikal kidnap kar lunga teri family ko ghar me ghus ke,High,BNS Section 351 (Criminal Intimidation)
the group smashed the project completely,Low,None
teri is a gawar disgusting,Medium,BNS Section 352 (Intentional Insult)
iska bhai ban raha hai ugly ghatiya,Medium,BNS Section 352 (Intentional Insult)
he samajhta hai khud ko chutiya harami,Medium,BNS Section 352 (Intentional Insult)
